1	13
2	29
2	34
2	37
2	40
2	44
2	46
2	48
2	49
2	53
2	54
2	56
2	57
2	58
2	59
2	60
2	61
2	64
2	65
2	74
2	88
3	10
3	11
3	24
3	64
3	74
3	78
4	81
6	10
6	18
6	24
6	64
6	65
6	68
7	65
8	19
8	24
8	27
8	45
8	64
9	11
9	18
9	49
9	50
9	52
10	24
10	46
10	49
10	52
10	64
10	77
11	49
11	52
11	65
11	69
13	49
15	44
15	60
17	58
17	62
18	34
18	40
18	47
18	52
18	63
18	67
19	36
20	38
21	47
22	47
23	61
24	26
24	36
24	38
24	41
24	49
24	64
24	65
24	66
24	67
24	69
24	77
24	79
25	27
25	42
25	44
25	54
25	56
25	58
27	76
29	51
29	54
29	56
29	60
29	61
29	71
29	76
34	47
34	57
34	63
34	64
34	66
34	87
36	48
36	74
37	74
39	45
40	49
42	61
44	53
44	56
46	78
47	73
49	64
49	65
49	66
49	73
49	75
49	78
50	65
51	53
52	65
52	67
54	61
54	76
56	61
58	61
61	71
61	76
63	64
64	66
64	69
64	77
65	69
66	77
81	84
81	87
82	84
84	85
84	86
84	87
84	88
84	89
85	88
86	88
87	88
